identifier,healthcareOrganizationName,address,contactPoint,anchor
6558d20b-b614-48de-a48a-44a3ae383343,,ebda6334-3500-40ce-a4b4-370baeff8a03,6aec34db-0567-4adc-b163-72c9ae20cac6,71545a13-7a1d-4006-8d72-3104f77383c1
004e0b1f-a990-431d-9252-dc9531866aa1,,66427692-e8cf-401b-b8bc-664eaa499e79,465c4bf0-dfe7-4cd8-af9e-3b709285108f,6288e1a5-cc45-4821-98a6-416d1775336d
5009cae7-b883-4d70-b29d-9e230e1d6da9,,73aad31f-d553-4033-90d8-8572c1f524ea,de73f2d2-7ae6-4563-b2dc-883f72c06c5f,5f3f5638-3870-4a14-b490-b6081dfc8352
7e4abe74-c3f7-45f6-812b-1e9b4ac50911,,02c5476f-fdf9-40a7-afc1-891d5725c1b7,340ea36d-bf99-4323-b9dd-85781d3677b9,870f084c-7244-4536-a85e-25b4b3969057
2fb59e41-d566-4f4d-969c-5eb1641de08f,,aaed7e41-214d-40bd-9331-f7ba8a17a75a,195b0842-008c-408b-8106-03d1ef1e951b,ccc14d51-73f6-40d8-a9f4-1cc04653a560
4eb74531-0a81-4974-9011-7aed47cc25bb,,80bc43ce-88ec-4272-9b7b-ea4c029101ee,19f76b87-90ee-4eaa-9fa1-aa4168a15a08,fb5eb866-2640-411e-a9f2-c3c74505f4f6
c02c1a44-c971-48bb-9e36-06d3d2a21afe,,2fe82d1d-5024-4de0-99bd-2a0994285222,99944caf-8600-41c8-a483-73aefbab41e2,f2ad985f-ff3e-4ba1-8ac7-28b4a41865bf
338d84bc-ab71-4398-a760-d93d7d10be55,,b0028aaf-90d8-4949-b030-28584e2bf6c3,5983f256-40ba-40d1-8937-904bdd03844b,c2472fd6-03e9-4a02-8cea-2df00a66dc4e
15daf390-76c3-4996-ba1d-88a2226ef15e,,8edbd841-5da0-47a4-9f9c-1b418f443163,f96719da-5ed0-41f3-80b2-10e37893c5ca,f164f9d8-4312-4ce2-9c21-51e17e56ac3d
c38e6e2e-eb33-4863-b655-69c79159be79,,65588e21-0732-488e-b8cd-815e96f020f7,29e1c6f6-db75-47cc-934b-7aa3e22b8ff7,586f1721-0785-48d7-b118-2d235bf80676
fd361bd0-075a-4f05-a64b-626a95245324,,05f2f2b5-42ca-4965-8845-b119c9859fee,34d87b15-4bd9-4435-b77d-d9129db59b1d,4ec985ff-94b2-4b9d-8881-9f421a42b629
e3b56436-715c-478d-8d98-41229e5ce08a,,ab8fbef9-c2dc-4fef-af20-487764c3e81b,633cf2aa-5fb9-4cf7-89a7-ca73100f2eed,788c161e-f3cc-4d8a-8b16-78e45f20f406
233f3df0-eeac-40c4-be9b-15bb9342a7b9,,47883e21-d439-4db3-9427-98036b2071f2,bd90e501-c920-41b9-97a8-61569593a40a,48622a67-4a29-4067-9c66-a27b6a325333
75572bae-67d5-434a-b604-0948bf0deab7,,8a8cdffb-f5da-4692-bdde-fb591063e0ea,5cb13f56-d951-4615-afbc-69f52c949595,862f78e1-25c2-4b6a-b575-bc6eeee84bcb
ba1c6582-628b-41c7-957e-d65369bbfc78,,b693c484-6065-4b22-bb1d-596e70cfca45,8292ebf9-e105-4e8a-8615-b5f3fc3effe1,f46860a2-a604-45af-b4db-1c1eaa66b464
d06b8121-0be8-48a9-9a61-ab3b0bd74fb9,,8c7c39ef-e134-4222-8166-bf87df552d2c,71b94dd5-03a1-4f1e-a130-da080520fede,0b5aafef-85a1-482a-8761-585b4168705a
5eca4e17-0652-4819-b7ea-e133d20e49a5,,07a7305e-3c7e-4d9e-8cae-fcc0562634af,a6e5b62b-897b-4deb-b2f2-156878116ec7,3fee2fc7-2e2d-4fdf-b57b-8a920a12f3b3
4212571c-7d43-4010-b0fc-2246d75a3d57,,9827fab9-79ef-4052-8899-5aa522a64762,0f9af823-8f2f-448c-8698-ab013749d8d4,1e454241-45c1-40a8-a52b-a0ce627b585f
8697ea93-5041-4718-ac4c-d9ca82b88df0,,937e38c9-99fe-40be-a19d-bbbd48504ae2,1ab9dfc8-a8c4-468f-9bc3-2f2cf2735786,839137a6-a977-4b71-9e6d-2d7e9f312acb
b9b2ab46-158f-43a1-8c47-884061525764,,cdadd43d-45ee-4be1-8177-2d67dd1b6576,12e856cd-67cf-4b4b-ad47-d4ab18c2073f,f1c58f44-7e08-4c1b-8da6-a326451437d6
62ef6ca0-c03d-45e6-a047-2a86311a3cc1,,3b4f394c-0bad-4e8c-b875-da47d06c7bc8,d683cb77-b235-4073-b7f9-e6d654adb2c2,909b471c-0d1f-4a7f-90fc-e92295be263b
6a294d2d-0afe-42dc-b1ad-ea8a8f679cb2,,b54a35b1-16fc-44f5-a2d8-381b401f7571,e540ca04-d824-4730-8209-8de7a9868291,ce8c037e-e51c-4cdb-8247-34dfdd1f8e30
32dae1ae-1668-47c4-bded-7783c2586987,,a1807e2f-3af7-46fc-9b4f-42ca7d04acae,a62c825d-88ff-4798-b9f0-52c32eb9e5d4,53f3c158-42ce-41c0-8cd9-f2af339c5a75
36779c74-407f-4f44-9fa3-d3a953ac75d1,,8df0cf86-0cdf-4c47-868c-66dc93049e9d,96dccf41-1ece-4677-97ef-81048a1dec8c,2ebed37d-05d1-46b6-acee-c38d511fcda9
c605b10f-7bde-4db0-b3e2-65a816ca72dd,,8d59347b-65fa-4c18-9e91-a4c831c817d4,446010ca-28fb-465a-b7d3-4652a35d7602,59cd012a-06b4-4b6f-9f94-e3c818a77594
