entity_type,original_id,duplicate_id,variation_type,field_name
HealthcareOrganization,71545a13-7a1d-4006-8d72-3104f77383c1,10151d9f-c1f1-4f31-96c0-c74f78368fb5,relation_omission,address
HealthcareOrganization,6288e1a5-cc45-4821-98a6-416d1775336d,87247413-3719-42e8-947f-50a36357b529,relation_omission,address
HealthcareOrganization,5f3f5638-3870-4a14-b490-b6081dfc8352,c485c624-2ed6-4ec8-b8ee-998c62a3ca7c,relation_omission,address
HealthcareOrganization,870f084c-7244-4536-a85e-25b4b3969057,0d381faa-72b5-4cba-bcf1-74e316341afe,relation_omission,address
HealthcareOrganization,ccc14d51-73f6-40d8-a9f4-1cc04653a560,33954e1c-b18f-4a10-bb8c-909073c4547c,relation_omission,address
HealthcareOrganization,fb5eb866-2640-411e-a9f2-c3c74505f4f6,c8ff097c-815f-4cee-8941-8193c71182a4,relation_omission,address
HealthcareOrganization,f2ad985f-ff3e-4ba1-8ac7-28b4a41865bf,20b7f35f-08c4-4c7d-8e9a-badf5a68a7e6,relation_omission,address
HealthcareOrganization,c2472fd6-03e9-4a02-8cea-2df00a66dc4e,db9dc1ab-375a-4b5a-8f31-cfe041f82308,relation_omission,address
HealthcareOrganization,f164f9d8-4312-4ce2-9c21-51e17e56ac3d,f7554f42-e957-4816-b3dd-06ab4ef19cfc,relation_omission,address
HealthcareOrganization,586f1721-0785-48d7-b118-2d235bf80676,e0551d39-a9da-47a6-9d2f-15c701f7be61,relation_omission,address
HealthcareOrganization,4ec985ff-94b2-4b9d-8881-9f421a42b629,bd2c89f9-80ee-4001-a5db-16035d70e3c1,relation_omission,address
HealthcareOrganization,788c161e-f3cc-4d8a-8b16-78e45f20f406,f12e52e1-a917-41c5-8ba6-3399074a9eee,relation_omission,address
HealthcareOrganization,48622a67-4a29-4067-9c66-a27b6a325333,2ce93d8c-c1d5-4201-9ca9-d09451ebead4,relation_omission,address
HealthcareOrganization,862f78e1-25c2-4b6a-b575-bc6eeee84bcb,31ca411f-fa97-4593-8661-ea7bb26e33d6,relation_omission,address
HealthcareOrganization,f46860a2-a604-45af-b4db-1c1eaa66b464,cfbcc936-6f1a-49ca-a559-6557e1857da2,relation_omission,address
HealthcareOrganization,0b5aafef-85a1-482a-8761-585b4168705a,295e7502-6350-4963-b9ea-47efc94472fc,relation_omission,address
HealthcareOrganization,3fee2fc7-2e2d-4fdf-b57b-8a920a12f3b3,17298066-854e-4926-9c5e-0dc302bb2a3a,relation_omission,address
HealthcareOrganization,1e454241-45c1-40a8-a52b-a0ce627b585f,8890c22c-0dcd-4ed7-a2ef-d7e3c0575433,relation_omission,address
HealthcareOrganization,839137a6-a977-4b71-9e6d-2d7e9f312acb,1e01f698-cf67-4a20-ae0f-4d5afb46d224,relation_omission,address
HealthcareOrganization,f1c58f44-7e08-4c1b-8da6-a326451437d6,4aae3a27-3245-4fd6-add4-d066389aed45,relation_omission,address
HealthcareOrganization,909b471c-0d1f-4a7f-90fc-e92295be263b,3fead80f-5a97-4ef7-a7f8-150f34f1a5fc,relation_omission,address
HealthcareOrganization,ce8c037e-e51c-4cdb-8247-34dfdd1f8e30,78a5eccb-019e-4e0d-83bc-c3f3a2cec2bb,relation_omission,address
HealthcareOrganization,53f3c158-42ce-41c0-8cd9-f2af339c5a75,d40d459e-8c98-46f8-a5c8-29e2ab7991e6,relation_omission,address
HealthcareOrganization,2ebed37d-05d1-46b6-acee-c38d511fcda9,9b048b2c-609f-4a10-a098-4e24c34919b2,relation_omission,address
HealthcareOrganization,59cd012a-06b4-4b6f-9f94-e3c818a77594,68a21c29-905e-4a10-8ef1-a337f6caa8cb,relation_omission,address
HealthcareOrganization,f172840f-3e19-40ba-ae09-ccfba3dee81f,95d1c53b-eebe-46be-8587-439afd2302c7,relation_omission,address
HealthcareOrganization,52526d45-9c68-4df1-8a51-5e8746ba6855,99d0dfa9-8907-4619-94f0-1681418533e5,relation_omission,address
HealthcareOrganization,a0c30ce9-57ac-49f2-a887-a3a9e63317c3,49baa681-3820-4f54-9ee6-45714a43d15d,relation_omission,address
HealthcareOrganization,8d37aebb-8fc7-47e3-a8b7-4f3dec3826bc,95235915-7973-432d-9c22-158b4e00b7cf,relation_omission,address
HealthcareOrganization,d4e4004b-9bde-499d-9a28-6b7a4d6d99a6,6f690b77-be17-4801-bd88-e9904d16853d,relation_omission,address
HealthcareOrganization,f2684ee1-5ad8-412d-bee1-a2a3024bfe48,8bf14195-51de-4ad8-99d2-3742ceddbaf9,relation_omission,address
HealthcareOrganization,1ee1723b-4a96-46a4-a752-41027acf6bcc,8a9b7aa1-17b0-44e4-ab54-41d390e1cc74,relation_omission,address
HealthcareOrganization,062d7f7a-45da-41f3-9a7e-256db6ffe12c,b1f5b0b3-ed5d-4397-967f-49c3047453ba,relation_omission,address
HealthcareOrganization,40d2d16f-3db6-42f4-adf2-fc823956fba9,d5429d15-9dbb-49ad-b598-7f5200e1b8bf,relation_omission,address
HealthcareOrganization,da98da57-166a-4fc4-b513-198c67f8ab57,84473b6d-2bbf-491d-9029-8e5ce1c8e0b6,relation_omission,address
ServiceDepartment,833cf90f-f555-4628-9d15-3fb4968051b7,ad0263d6-ee4f-4b7f-a0da-8c805127d079,relation_omission,isPartOf
ServiceDepartment,f64e8f4a-ef89-42e7-aa17-06669b6e83a9,1f27ef97-1a5d-4632-8c6d-4277c51e171f,relation_omission,isPartOf
